label,name
mn0000896965,Mikey Dread
mn0000133650,Earlimart
mn0000897214,The Rutles
mn0000688311,Camille Saint-Saëns
mn0000126903,Cindy Walker
mn0000173770,Fred Rose
mn0000825387,Hothouse Flowers
mn0000520033,The Boomtown Rats
mn0000202187,Ernest Ranglin
mn0000945658,George Lewis
mn0000065749,The Compulsive Gamblers
mn0000027864,Andre Williams
mn0000037026,The Bellamy Brothers
mn0000757181,Simply Saucer
mn0000014329,Tramaine Hawkins
mn0000394866,Adolphe Adam
mn0001951380,Group Doueh
mn0000610880,Brad Paisley
mn0000933458,Akon
mn0000832559,Rocketship
mn0000230969,The Wake
mn0000788034,The Embarrassment
mn0000690718,Yolanda Adams
mn0002284293,John Taverner
mn0001432201,William Mundy
mn0000847594,Jim Cifelli
mn0000177117,Faster Pussycat
mn0000346705,Jetboy
mn0000661687,Egberto Gismonti
mn0000821826,Liars
mn0000205209,Duff McKagan
mn0000636474,Bunny Wailer
mn0000111794,Chico O'Farrill
mn0000126168,Christina Milian
mn0000658711,DJ Hurricane
mn0000364861,Rudy Ray Moore
mn0000950203,Hank Ballard & the Midnighters
mn0000770595,King Black Acid and the Womb Star Orchestra
mn0000644587,Sherwood
mn0000097949,The International Submarine Band
mn0000788568,The Dillards
mn0000048743,The Black Halos
mn0000920939,The Undisputed Truth
mn0000759919,Bo Weavil Jackson
mn0000581262,Thomas Mapfumo
mn0000245117,Ramón Vargas
mn0000042993,Sonny & Cher
mn0000151808,Don & Dewey
mn0000929707,Arnett Cobb
mn0000925244,Acid King
mn0000463676,Yelawolf
mn0000221722,MJG
mn0000688900,Young Buck
mn0003159490,Michael Jackson
mn0000802109,Chamillionaire
mn0000656903,NRG Ensemble
mn0002459611,Holy Ghost!
mn0000614982,Brand X
mn0001014395,Ladyhawke
mn0000195373,Cesária Évora
mn0000583186,The Woggles
mn0000795271,Eddie Gale
mn0000767129,The Heartbeats
mn0000073046,Ian Curtis
mn0000956232,Black Milk
mn0000223861,Bloc Party
mn0001028746,Colt Ford
mn0002852099,Lapalux
mn0000012140,Tony Martin
mn0000238657,"Johnny ""Dizzy"" Moore"
mn0000536035,Buddy Emmons
mn0000200129,DeVante Swing
mn0000953267,Dallas Austin
mn0002027849,Terror Danjah
mn0000090563,Kelly Willis
mn0000608714,Alan Silva
mn0000976715,Traxamillion
mn0000795387,Eddie Shaw
mn0000839559,Julie Doiron
mn0000690253,Zao
mn0000117490,Chris Smither
mn0000305541,Percy Faith
mn0000811234,Dead Prez
mn0001897176,Yummy Fur
mn0000349707,Polyrock
mn0000085021,Billy Boy Arnold
mn0001098136,The White Wires
mn0000513852,The Cool Kids
mn0000095188,Inti-Illimani
mn0000003069,Pablo Neruda
mn0000965419,Zebra
mn0000887638,Michael Hedges
mn0000661026,Grand Daddy I.U.
mn0000748458,Tell-Tale Hearts
mn0000852908,Plasticland
mn0000097173,Bonnie Tyler
mn0000195237,Delaney & Bonnie
mn0000171969,Dismember
mn0000458956,My Brightest Diamond
mn0000499303,Oxbow
mn0002329337,Street Smart Cyclist
mn0000166486,Joseph Flummerfelt
mn0000020050,Ten Years After
mn0001002017,Delta Spirit
mn0000175525,M83
mn0000126048,The Fabulous Thunderbirds
mn0000589209,Monica Zetterlund
mn0000494091,The Pursuit of Happiness
mn0000380651,Metric
mn0002170179,Rudolf Barshai
mn0001961379,Rio en Medio
mn0002034031,Feathers
mn0000165191,White Magic
mn0000307493,Quando Quango
mn0000081981,The Idle Race
mn0000668986,Dan Swanö
mn0000121584,Laraaji
mn0000822148,Dimitri Tiomkin
mn0001428305,Maurice Duruflé
mn0000600920,Agnetha Fältskog
mn0000098081,Engelbert Humperdinck
mn0000745915,Paul Anka
mn0000766533,Bolt Thrower
mn0000406390,Orange Goblin
mn0000477086,Michel Delpech
mn0000111969,Tye Tribbett
mn0000987922,CeCe Winans
mn0000142834,Claude Young
mn0000095243,Kurt Cobain
mn0000807294,Jóhann Jóhannsson
mn0000586319,Mónica Naranjo
mn0000771221,The Johnson Mountain Boys
mn0000003182,Paris
mn0000784189,The Coup
mn0000847906,Jeru the Damaja
mn0000889411,Onyx
mn0000178654,Pat Metheny Group
mn0000073204,Bobby Digital
mn0000285693,Robert Gordon
mn0000886392,Michael Mayer
mn0001840362,Paddy Goes to Holyhead
mn0001019525,Brown Wing Overdrive
mn0000172925,Eugene Chadbourne
mn0001398624,Johann Stamitz
mn0000120254,JT the Bigga Figga
mn0000643755,Yeasayer
mn0000671925,Dälek
mn0000803513,The Dream Academy
mn0000141500,Basehead
mn0002212979,Russell Watson
mn0000988193,Cause for Alarm
mn0000171994,Joe South
mn0000359658,Kasey Chambers
mn0000062002,Bachman-Turner Overdrive
mn0000095596,Fred Hersch
mn0000577358,The Used
mn0001967683,Reuben
mn0000280956,Rollins Band
mn0000038805,Angie Stone
mn0000157112,Greg Sage
mn0000086774,J Mascis
mn0000105292,Jad Fair
mn0000281729,Mark Arm
mn0000490141,The Weirdos
mn0000107259,Jah Wobble
mn0001842998,Ballinakill Traditional Players
mn0000243745,Sam Sever
mn0001593715,Lars-Gunnar Bodin
mn0001335367,Mauricio Kagel
mn0000801606,Fuse One
mn0000629224,The Bug
mn0000678422,Dave Tough
mn0000528023,David + David
mn0000046460,The Big Bopper
mn0000748877,Amp Fiddler
mn0000116159,Jody Williams
mn0000804431,Dropkick Murphys
mn0001580979,Vivian Girls
mn0000949204,Girls
mn0001393036,Parkway Drive
mn0000059758,Bleeding Through
mn0000508683,Air Liquide
mn0000797881,Ella Mae Morse
mn0000183993,Anton Bruckner
mn0000312126,K-Ci & JoJo
mn0000837150,Peggy Seeger
mn0000562370,Damon & Naomi
mn0000837486,Utopia
mn0000279718,Lords of Acid
mn0000075082,Keziah Jones
mn0000223523,Dead Meadow
mn0000350370,Richard Davies
mn0000273592,Jerry Coker
mn0002748040,2 Chainz
mn0002357594,Waka Flocka Flame
mn0001463119,Dorian Concept
mn0000491996,A.C. Reed
mn0000812736,Death of Samantha
mn0000177314,Russell Haswell
mn0000016574,Alpha
mn0000251851,Joi
mn0000829579,Rob Swift
mn0000932553,Al Killian
mn0000410708,Nikki & the Corvettes
mn0000218916,Mac Wiseman
mn0000815705,John Williams
mn0000933621,Alannah Myles
mn0000005794,Pansy Division
mn0001003907,White Lies
mn0000224790,Vitamin D
mn0000659878,DJ Clue?
mn0000253137,Junior Senior
mn0000071231,Kid Creole & the Coconuts
mn0000665957,Harold Melvin & the Blue Notes
mn0000064145,The Five Keys
mn0000476358,The Moments
mn0000193963,Warrant
mn0000789064,Extreme
mn0000023816,Skydiggers
mn0000890350,Rheostatics
mn0000081248,Biosphere
mn0000797336,Fat Eyes
mn0000003669,Southern Culture on the Skids
mn0000744265,Tony Joe White
mn0000578028,Mojo Nixon
mn0001653683,Robert Levin
mn0000287982,Pilgrim Jubilee Singers
mn0000483554,Pilgrim Travelers
mn0000868628,Nightwish
mn0000205838,DragonForce
mn0000237529,Denim
mn0000342691,Pilot
mn0000239047,Lieutenant Pigeon
mn0000753935,Shootyz Groove
mn0000293097,Sandra Crouch
mn0000838884,Vanessa Bell Armstrong
mn0000075383,Boris
mn0000757177,The Blasters
mn0000024263,Paul Geremia
mn0000162930,Eartha Kitt
mn0000021492,Stephen Malkmus
mn0000225389,Jay McShann
mn0000825032,Hot Lips Page
mn0000767370,Billy Dean
mn0000151549,Belinda Carlisle
mn0000604517,Afrika Bambaataa & the Soulsonic Force
mn0000595768,Motion City Soundtrack
mn0001315200,American Nightmare
mn0000099888,The Knickerbockers
mn0000226402,Lloyd Banks
mn0000600264,Mr. Big
mn0000757070,Steve Perry
mn0000835894,Lowell George
mn0000328251,Phantom Tollbooth
mn0000857597,Keak da Sneak
mn0000509356,Atlantic Starr
mn0000848952,"Richard ""Groove"" Holmes"
mn0000825209,Lightning Bolt
mn0000036667,Sightings
mn0000129578,Ex Models
mn0001400455,Walter Piston
mn0000578031,The Statler Brothers
mn0002366015,Polow da Don
mn0000795529,Elliott Sharp
mn0000499683,Miroslav Vitous
mn0000866445,Nick Gilder
mn0000029101,Paul Lovens
mn0000029600,Smash Mouth
mn0000015264,The Traveling Wilburys
mn0000748878,Amps for Christ
mn0000205575,Dr. Hook & the Medicine Show
mn0000938358,Eggs Over Easy
mn0000860106,Masonna
mn0000477787,The New Pornographers
mn0000053493,Bloodgood
mn0000617336,Tom Morello
mn0000246628,Johnny Nash
mn0001893583,The Gok
mn0000019392,...And You Will Know Us by the Trail of Dead
mn0000222153,Hot Hot Heat
mn0000019133,Ambrosia
mn0000731370,Bryan-Michael Cox
mn0000836417,Scott Stapp
mn0000680522,Yaz
mn0000330133,Rahzel
mn0000804289,Lynn Anderson
mn0000109012,It's a Beautiful Day
mn0000575695,Dave Stewart
mn0000633079,Strawberry Alarm Clock
mn0000072258,Goats
mn0000770808,Bonnie Hayes
mn0000604924,Arthur Conley
mn0000251210,Pee Wee Crayton
mn0000524354,Stoney Edwards
mn0000772997,The Knitters
mn0000132061,Mariss Jansons
mn0000616296,Ashlee Simpson
mn0000833961,"Lisa ""Left Eye"" Lopes"
mn0000352524,Jimmy Dawkins
mn0000126142,Earl Johnson
mn0000236287,Maddy Prior
mn0000051066,Craig Armstrong
mn0000827367,Long John Baldry
mn0002158427,Block B
mn0003217723,GOT7
mn0000568639,5ive Style
mn0001204852,Johannes Ockeghem
mn0002584766,Alva Noto
mn0000383254,Nelson Eddy
mn0000684917,Wilf Carter
mn0000012340,Shawnna
mn0000451336,Mia X
mn0000588246,Los Campesinos!
mn0000953146,Hefner
mn0000357449,The Mendoza Line
mn0001204368,George Crumb
mn0000810592,Machines of Loving Grace
mn0000077821,The Gits
mn0000422297,Nitin Sawhney
mn0000556158,Handsome
mn0000465562,Obituary
mn0000049180,Betty Harris
mn0001591077,Leiber & Stoller
mn0000993295,Deepchord
mn0000654650,Georgia Tom
mn0000165303,Chaotic Dischord
mn0000522966,Asmus Tietchens
mn0000198293,Der Plan
mn0000495563,Acetone
mn0000217791,Joel Phelps
mn0000496112,Georges Prêtre
mn0000169536,Ferlin Husky
mn0000664519,Good Riddance
mn0000058606,Louis Andriessen
mn0000780625,Cracker
mn0000167561,Tanya Donelly
mn0000226218,Houston Stackhouse
mn0000805369,Grief
mn0000044703,Sweet Honey in the Rock
mn0002080238,Laura Marling
mn0001839860,Dedrick Harris
mn0001921188,Fiddlin' John Weaver
mn0000981867,Lena Philipsson
mn0000674161,Manu Chao
mn0000280358,Lord Infamous
mn0000371690,Richard Teitelbaum
mn0000396154,Maxine Brown
mn0000003565,T-Bone
mn0000081920,The Impossible Shapes
mn0000533843,Bud Freeman
mn0000392796,Goree Carter
mn0000592978,Youth Brigade
mn0000176332,Right Said Fred
mn0000265733,Ligabue
mn0000169948,Eddie Henderson
mn0000934320,Gizmos
mn0000870872,No Trend
mn0000075920,Khan Jamal
mn0000806587,Ducks Deluxe
mn0001602026,Heinrich Ignaz Franz von Biber
mn0000272849,pg. 99
mn0001769887,Battant
mn0001597708,Mount Kimbie
mn0000448144,Reckless Kelly
mn0000122023,Cilla Black
mn0000216311,Vincent Price
mn0000011754,Sheena Easton
mn0000175101,Domenic Troiano
mn0000286590,Robert Quine
mn0000351053,Richard Lloyd
mn0000222959,MC 900 Ft. Jesus
mn0002286099,The Fresh Prince
mn0000835952,Vader
mn0000780781,Larry Davis
mn0000794441,Fenton Robinson
mn0000381443,Radial Spangle
mn0000015288,Patti Smith Group
mn0000095228,Kinky Friedman
mn0000116548,Jack Hardy
mn0000631830,Lordi
mn0000106882,Lamont Dozier
mn0000548180,The Gaslight Anthem
mn0000594121,Apocalyptica
mn0000923929,Annette Funicello
mn0000942624,Caedmon's Call
mn0000764890,Ian Tyson
mn0000688400,Willis Alan Ramsey
mn0000099615,Intocable
mn0000784617,Joan Sebastian
mn0000015304,Stefan Wolpe
mn0000394785,Michael Franti
mn0001176481,The Alan Parsons Project
mn0000796917,Figurine
mn0000026733,Ted Leo
mn0001174653,Percy Grainger
mn0000385180,Masters of Reality
mn0000247824,Lisa Lisa
mn0001210970,Herbert Howells
mn0001389837,Charles Villiers Stanford
mn0000396871,Randy Muller
mn0000359298,Pram
mn0000152906,8Ball
mn0000415102,Mike Ladd
mn0002444397,The Boys
mn0000773442,Chingy
mn0001493819,Roger Reynolds
mn0000322339,Peter Rowan
mn0000234488,Del McCoury
mn0000066800,Bola Sete
mn0000218375,Die Goldenen Zitronen
mn0000721630,Zolar X
mn0000665801,Damnation A.D.
mn0000603621,Tinariwen
mn0000791618,Top Authority
mn0000016186,Amel Larrieux
mn0000088913,Oliver von Dohnanyi
mn0000627292,Bugz in the Attic
mn0000411830,Nile Rodgers
mn0000010458,Alison Moyet
mn0000162040,Toquinho
mn0001468274,Gentleman Jesse & His Men
mn0000020862,Paul Collins
mn0000242949,Wayman Tisdale
mn0000812101,MK
mn0000042344,Steve Swallow
mn0000094764,"Bonnie ""Prince"" Billy"
mn0000077578,Information Society
mn0000639671,Cajmere
mn0000621112,Mya
mn0000203652,Ernie Isley
mn0000027372,Sleepy LaBeef
mn0000320442,Racer X
mn0000669511,Marco Antonio Solís
mn0000617613,Alejandro Fernández
mn0003427505,Car Seat Headrest
mn0001611913,Emmylou Harris & the Hot Band
mn0000819435,Les Rythmes Digitales
mn0000128266,Country Joe & the Fish
mn0000577510,The Triffids
mn0000799466,France Gall
mn0000122381,Jacques Dutronc
mn0000862910,National Health
mn0000596630,Zbigniew Namysłowski
mn0000792018,East 17
mn0000566438,Dannii Minogue
mn0000677352,Dar Williams
mn0000781819,Country Teasers
mn0000041523,Lost Sounds
mn0000496556,Apoptygma Berzerk
mn0000672123,Manuel Carrasco
mn0000760214,Dr. Dog
mn0000101391,Knapsack
mn0000077476,Insides
mn0000194554,Zyklon
mn0000797138,Edgar Broughton Band
mn0003426458,Post Malone
mn0000859060,NG la Banda
mn0000324652,Peter Jefferies
mn0000333766,New Model Army
mn0001510491,Brian Ferneyhough
mn0000248920,Sara Evans
mn0000044994,Sonny Landreth
mn0003447168,Kita Alexander
mn0000186390,Donny Osmond
mn0000235881,Wardell Gray
mn0003145706,Fifth Harmony
mn0000996127,Demi Lovato
mn0000582930,David Gilmour
mn0000214546,John Abercrombie
mn0000796284,Dome
mn0000368904,Kathleen Hanna
mn0003495279,Andy Black
mn0000760977,The Five Stairsteps
mn0000301955,Lowell Fulson
mn0001472639,Perrey-Kingsley
mn0000754545,The Aislers Set
mn0000210670,Tuscadero
mn0000585180,Wynonna Judd
mn0000078857,The Like Young
mn0000111963,Chris Whitley
mn0000400717,Opeth
mn0000502269,Mother Love Bone
mn0000314167,Sean Price
mn0002372872,Candy Claws
mn0000253734,Johnny Gill
mn0000088137,Kind of Like Spitting
mn0000120689,The Langley Schools Music Project
mn0000078838,Franco Corelli
mn0000073644,Bobby Charles
mn0000354729,Roy Wood
mn0000835585,Loverboy
mn0000254075,Roger Taylor
mn0000040294,Swell
mn0000406062,The Monitors
mn0000044393,Silkk the Shocker
mn0000476136,The Mystics
mn0000531238,The Capris
mn0000217487,Los Van Van
mn0000924226,AZ
mn0000251491,Leo Sayer
mn0000077732,Bobby Vee
mn0000085095,The Ikettes
mn0000101953,Klymaxx
mn0000497236,Adina Howard
mn0000312883,Vanity 6
mn0000276381,Howard Hewett
mn0000195916,John Sinclair
mn0000898836,Mísia
mn0000748456,Trumans Water
mn0000668576,Lawrence English
mn0000136488,Curt Boettcher
mn0000450014,Metro Area
mn0000582253,Aaron Neville
mn0000075582,King Creosote
mn0000173487,Joey Ramone
mn0001651711,Alexei Lubimov
mn0000124248,Laidback Luke
mn0000170782,Fanfare Ciocãrlia
mn0000862583,Rachid Taha
mn0003346317,SOAK
mn0002986022,The 1975
mn0002867436,Alt-J
mn0000789156,Club 8
mn0000091599,The Legendary Jim Ruiz Group
mn0000745214,American Lesion
mn0000721998,Frequency
mn0001872890,AACM
mn0000574954,Black Devil Disco Club
mn0000177690,Fight
mn0000001486,T. Texas Tyler
mn0000954761,Winter
mn0000951374,Damian Marley
mn0000697350,Ziggy Marley
mn0000022875,Temple of the Dog
mn0000814871,Mad Season
mn0000080358,Kesha
mn0000078814,Black Market Baby
mn0000879679,Spur 58
mn0000199849,Foday Musa Suso
mn0001451537,Théodore Dubois
mn0000322365,Jem
mn0000243362,Weems String Band
mn0000641709,Camera Obscura
mn0000219655,Little River Band
mn0002487188,Childish Gambino
mn0000818188,Denali
mn0000054558,Bettie Serveert
mn0000077175,Bob Weir
mn0002010651,Tinie Tempah
mn0000506046,Alan Gowen
mn0000205520,Tullycraft
mn0000166247,Fearless Four
mn0000272751,Ron Baker
mn0001368184,David Garrett
mn0000962133,Yo-Yo Ma
mn0000090945,Colosseum
mn0000057783,bIG fLAME
mn0000049775,Blacktop
mn0000777054,Kurt Elling
mn0000010286,Patrick Adams
mn0000669802,Charles-Marie Widor
mn0000402672,The Meditations
mn0000747734,Sheila Chandra
mn0000273105,Dr. Lonnie Smith
mn0000173988,Rita Marley
mn0000585520,Acid Mothers Temple
mn0000192883,Fushitsusha
mn0000749571,Skillet
mn0000156053,"Gary ""U.S."" Bonds"
mn0000414420,P.F. Sloan
mn0000015158,Sisqó
mn0000790833,Shalamar
mn0000310724,Penetration
mn0001542846,Cecil Scott
mn0000691965,You Am I
mn0000780780,Cindytalk
mn0000234192,John Kay
mn0000796763,Eddy Grant
mn0000003627,Pato Banton
mn0000836313,Junior Reid
mn0000123082,Lazy Lester
mn0000009267,T.Raumschmiere
mn0000817369,Derek & the Dominos
mn0000890630,Mickey Hart
mn0002591087,"Tyler, The Creator"
mn0000217893,Jason Falkner
mn0000333960,Bülent Ortaçgil
mn0001486767,"John Hammond, Jr."
mn0000369183,Wolf Parade
mn0000718155,Danielson
mn0000033666,Supertramp
mn0001490407,French Montana
mn0000217301,The Jasmine Minks
mn0000150485,The Dentists
mn0000213832,Jamie Saft
mn0000724562,Fee
mn0000569600,Angels & Airwaves
mn0000776247,Kong
mn0000106224,La Polla Records
mn0000518544,Ashley Beedle
mn0000114031,James Blood Ulmer
mn0000570046,Marc Almond
mn0000093859,Bowery Electric
mn0000838599,Sean Lennon
mn0000282071,Lil' Troy
mn0000674440,Danger Mouse
mn0001426347,Peter Doherty
mn0001370249,Yury Shaporin
mn0000974145,The Del Vikings
mn0000338887,Jerry Vale
mn0000924764,Money Mark
mn0000651187,The Georgia Satellites
mn0000395633,Nick Heyward
mn0000756633,Audio Two
mn0000936946,Tommy Makem
mn0000956566,Domenico Scarlatti
mn0003475226,Dip in the Pool
mn0000155405,Spooner Oldham
mn0000266129,Jennifer Hudson
mn0000918584,The Stryder
mn0000808304,Lou Gramm
mn0001834345,Belo Cozad
mn0000741512,Enuff Z'nuff
mn0000983190,Mika Miko
mn0000171622,Eligh
mn0000228266,Jeff Lynne
mn0000061534,The Bobby Fuller Four
mn0000290387,Roy Harris
mn0000509741,Atom and His Package
mn0000382493,Noise Addict
mn0000687455,Dave Kusworth
mn0001655115,John Storgårds
mn0000630002,Bullet Lavolta
mn0000651972,H-Town
mn0000306136,Jules and the Polar Bears
mn0000765747,Keith Moon
mn0000477499,The Methadones
mn0000573429,The Treniers
mn0000665860,Godsmack
mn0000762821,Big & Rich
mn0000164189,Cast
mn0000664074,Global Communication
mn0000457692,Off Broadway
mn0000235121,Delaney Bramlett
mn0000767286,Kenny Davern
mn0000757169,Malcolm Martineau
mn0000036934,Sonny Clark
mn0000016757,Tadd Mullinix
mn0000317131,Venetian Snares
mn0000883499,Mic Geronimo
mn0000077203,Boss Hog
mn0000245039,Vassar Clements
mn0000793022,Cock Sparrer
mn0000293969,Röyksopp
mn0000492037,The Proclaimers
mn0000382932,Necro
mn0000897783,The Silvertones
mn0000617901,My Dying Bride
mn0000230105,Howard Stern
mn0000089393,Christoph von Dohnányi
mn0002134208,Carl Maria von Weber
mn0000810772,Riot
mn0000770253,Arnold Dreyblatt
mn0000374683,"Marvin ""Hannibal"" Peterson"
mn0000255720,Wigwam
mn0000006740,Page McConnell
mn0000410707,Nikka Costa
mn0000029909,Terry Reid
mn0000868625,Lawrence
mn0001162796,Albert Roussel
mn0000768470,Kenny Werner
mn0000312004,Luis Fonsi
mn0000453334,Chesterfield Kings
mn0000369574,Natacha Atlas
mn0001673620,Matthias Kirschnereit
mn0000810629,Jean Grae
mn0000819888,Leroy Burgess
mn0001364191,Taxi Girl
mn0000933633,Mungo Jerry
mn0000576849,Alexander Scriabin
mn0001199925,"Elmer ""Coo Coo"" Talbert"
mn0000201515,Leon Thomas
mn0000955893,Killing the Dream
mn0000208466,Ethyl Meatplow
mn0000340734,Jet Harris
mn0001006765,Rodriguez
mn0000234374,Hubert Laws
mn0000920602,Stuttering John
mn0000278009,Marion Brown
mn0000937715,Brother Joe May
mn0002744136,The Front Bottoms
mn0003084885,Modern Baseball
mn0003086668,The World Is a Beautiful Place & I Am No Longer Afraid to Die
mn0001636552,Japandroids
mn0000124880,Craig Mack
mn0000153315,Cee Lo Green
mn0000330292,Mark Fry
mn0000379524,Mary Timony
mn0000793554,Carl Stone
mn0001192244,Duke Jupiter
mn0000060012,Autograph
mn0000134646,Last Exit
mn0000023566,Terje Rypdal
mn0000148830,The Diplomats
mn0001387501,André Jolivet
mn0000420730,Revelers
mn0000830617,Sagittarius
mn0000221894,MFSB
mn0000510953,As I Lay Dying
mn0000177336,August Burns Red
mn0000831788,Sahib Shihab
mn0000204487,Johnny Ramone
mn0000853757,Jimmy Edgar
mn0003300248,Lil Bibby
mn0000951825,Dan Bern
mn0002782403,Zedd
mn0000928160,Armand Van Helden
mn0000485564,The Mummies
mn0000287418,Jessie Mae Hemphill
mn0000492866,The Weather Prophets
mn0000856935,Martin Simpson
mn0000863774,Ralph McTell
mn0000765831,Jimmy Liggins
mn0000768231,Ian Matthews
mn0000240001,Weeping Tile
mn0000120325,C.L. Smooth
mn0001457509,Luzzasco Luzzaschi
mn0000463582,Nuclear Rabbit
mn0000110945,Chico DeBarge
mn0000388835,9th Wonder
mn0000728132,Gaya
mn0000240503,Leon Redbone
mn0000235213,Mahotella Queens
mn0000886648,Republica
mn0000075591,The Corrs
mn0000808871,Jarvis Cocker
mn0000406343,Migala
mn0000725155,Alcest
mn0000037880,Steve Earle & the Dukes
mn0001651534,Krystian Zimerman
mn0000169906,Do Make Say Think
mn0000081181,Kenny Barron
mn0000145307,Elmo Hope
mn0000737969,Gary Bartz
mn0000847305,Los del Rio
mn0000022146,Triana
mn0000325651,Peter La Farge
mn0000627250,Buena Vista Social Club
mn0000188161,Dopplereffekt
mn0000681232,Dave Alexander
mn0000182989,John Digweed
mn0000177454,M People
mn0000598667,Zeni Geva
mn0000807026,Lyres
mn0000875709,Michael Praetorius
mn0000070586,Gossip
mn0000786852,The Early November
mn0000757095,Fritz Kreisler
mn0000079977,Léo Delibes
mn0000762990,The Chantays
mn0002365087,Skrillex
mn0000773370,Ivory Joe Hunter
mn0000679219,Dave Alvin
mn0000853372,K-Hand
mn0000686560,Wynonna
mn0001749478,Franco Casavola
mn0000200715,Geoff Moore
mn0000025394,Trio
mn0000196254,The Flying Luttenbachers
mn0000946966,DJ Cam
mn0000535929,David Behrman
mn0000129004,Jimmy Thackery
mn0000804986,Eva Ayllón
mn0000285251,Mark Pritchard
mn0000691648,will.i.am
mn0000828055,Howie B
mn0000148150,Barbara Manning
mn0000040969,Steve Wynn
mn0000564944,Hayden
mn0000745568,Seven Mary Three
mn0000117836,Chris Stamey
mn0000065397,Bobbie Gentry
mn0000080566,Black Thought
mn0000038004,Steve Gadd
mn0000074081,The Groovie Ghoulies
mn0001231509,Alessandro Scarlatti
mn0001370597,Dominick Argento
mn0000806331,Howard Hanson
mn0000000734,Spectrum
mn0000805432,Drivin' n' Cryin'
mn0000180836,Lesley Garrett
mn0000892305,The Nomads
mn0000377035,Mass Production
mn0000046603,Sonny Burgess
mn0000199774,Johnny Carroll
mn0000100757,Ernie Haase & Signature Sound
mn0000765068,Bill Gaither
mn0001073072,Air France
mn0000175407,David Liebman
mn0000057205,Bob Moses
mn0000783375,Latin Playboys
mn0000885476,Norman Harris
mn0000839642,The Schoolyard Heroes
mn0000919717,45 Grave
mn0000843881,American Werewolves
mn0000793328,Faun Fables
mn0000185155,Maceo Parker
mn0000023906,Ted Heath
mn0000197503,Floyd Red Crow Westerman
mn0000820643,Leslie Phillips
mn0000047027,Silkworm
mn0000037686,Shut Up & Dance
mn0000499073,Mirrors
mn0002179194,Hank Knox
mn0000038672,Steve Hillage
mn0000752151,The 4-Skins
mn0000479632,7 Year Bitch
mn0000585092,Dave Holland
mn0000749533,Tech N9ne
mn0000629342,Brotha Lynch Hung
mn0000216382,Union Carbide Productions
mn0000502774,The Rivieras
mn0000178852,MC Breed
mn0001861659,Klein & MBO
mn0000754055,Sophie B. Hawkins
mn0000161637,Frank Foster
mn0000924306,Thousand Foot Krutch
mn0000808588,Russ Freeman
mn0000172734,Kansas Joe McCoy
mn0002193586,Tokyo String Quartet
mn0000393546,Michael Gibbs
mn0000201678,Vince Guaraldi
mn0000515856,Tommy Steele
mn0002115841,Dead Luke
mn0000675052,Henry Gray
mn0000498961,'Til Tuesday
mn0000897382,(hed) p.e.
mn0000684647,Charles Wuorinen
mn0000397794,The Go! Team
mn0000298658,Sarge
mn0000895023,Rondelles
mn0000794244,Eddie Gomez
mn0000860070,Marvin Pontiac
mn0000132108,Jimmy Woode
mn0000449439,Aaron Bell
mn0000851653,Richard Davis
mn0000450867,Recover
mn0002016362,Fever Ray
mn0000482763,Mick Karn
mn0000032045,Software
mn0000837328,Rokia Traoré
mn0000013647,Amadou & Mariam
mn0000657641,Habib Koité
mn0000170025,Fernando Saunders
mn0000310905,Lucero
mn0000135156,Dying Fetus
mn0000787960,Joe Diffie
mn0000026510,Terry Allen
mn0001313665,Jacobus Clemens Non Papa
mn0000052965,Blake Baxter
mn0000573234,Stuart Dempster
mn0000752246,Andrew Cyrille
mn0000671369,Lenny McBrowne
mn0000254833,Scott Henderson
mn0000623353,Bashful Brother Oswald
mn0000161578,The Dixon Brothers
mn0001335441,Robert Erickson
mn0000230244,Local H
mn0000644408,Grupo Montéz de Durango
mn0000014515,Patrulla 81
mn0000945951,Calvin Harris
mn0000951589,Harvey Danger
mn0000657062,Hercules & Love Affair
mn0000208997,Rita Coolidge
mn0000141893,Cut Copy
mn0000499384,!!!
mn0000026304,That Petrol Emotion
mn0001380089,Lowrider
mn0000134126,Cripple Clarence Lofton
mn0000783025,Jimmy Yancey
mn0000319005,Nagisa ni Te
mn0000572499,The Velvelettes
mn0001193873,Freudiana
mn0000752453,Pavlov's Dog
mn0001534245,Clouds
mn0000203592,Max Richter
mn0000124426,The Delgados
mn0000782307,Jackie Brenston
mn0000254083,Wayne Wonder
mn0000882431,Metal Church
mn0000044252,Dolores O'Riordan
mn0000588890,Anson Funderburgh
mn0000282544,Sadao Watanabe
mn0000012491,Taylor Dayne
mn0000309011,Just Blaze
mn0000153284,Duster
mn0000036269,Smegma
mn0000918290,The Tubes
mn0001202931,Larry Austin
mn0000603980,Tiny Tim
mn0000613690,Brazilian Girls
mn0000156560,Patricia Kaas
mn0000752673,Steve Forbert
mn0000116969,Corey Glover
mn0000484546,24-7 Spyz
mn0000095963,Imani Coppola
mn0000208893,Vetiver
mn0000542804,Jesse & Joy
mn0001599476,Easton Corbin
mn0000256938,Dillinja
mn0000487219,The Wonder Stuff
mn0000229073,Lee Ving
mn0000761341,Beverley Knight
mn0000380566,Teairra Marí
mn0000861795,matt pond PA
mn0000390335,Reid Paley
mn0000374858,Pusha T
mn0001410903,Haroldo Jobim
mn0000673577,Henry Kaiser
mn0000898161,The Minus 5
mn0000070949,The Golden Palominos
mn0000239910,Wavestar
mn0000059101,Bobby Byrd
mn0000770749,Billy Wright
